id,name,address,latitude,longitude,rating,second_word,types,description
6151,Siddhi Kali Temple,,27.680754,85.383085,0.0,,Heritage Site,"Siddhi Kali temple of thimi is a mystery. As per an old local, Siddhi Kali is a combined form of a male and a female. Whereas the statue of Siddhi Kali exactly looks like the image of Lord Ganesha. Or, it might actually be the image of Lord Ganesha.
Leaving this conflict behind, if we talk about the temple’s architecture, then you surely would say that this is the most artistic temple of thimi. The intrinsic woodcarvings of the torans and struts of this temple are awe-inspiring. Perhaps, because of recently done repaintings, they look even more engaging. 
Carved Ganesha on the toran of Siddhi kali temple
Ganesha on the toran of siddhi kali temple
Although the name of the temple is Siddhi Kali, the temple is dedicated to Lord Shiva, Lord Ganesh, and Goddess Kali along with Lord Bhairava and Nava Durga. The Siddhikali temple is also called Inayekwo dyo. Reasonably, cause it is located at Inayekwo Tole.
The siddhi kali temple premises
This two-storeyed temple is made in Pagoda style which showcases 17th-century architecture.  But the legends say that this Shaktipitha emerged from the fall of the right eye of Sati Devi. If you have heard or read about Swasthani Barta Katha, then it will be easier for you to understand this matter.
The temple of Siddhi Kali
As per the story, when Sati Devi died after jumping into the Yagya Kunda of her father’s (Dakshya Prajapati) Yagya, her immortal body was carried around by Lord Shiva (her husband). Because the body was carried by Lord Shiva himself, it did not dare to perish. However, because of that, Lord shiva started to live in grief, not caring about the universe. The only thing that he cared about was her body thus he continued to carry her and roam around the globe.
Seeing this despair of Lord Shiva, Lord Vishnu appeared as a fly and make the body of Sati perishable. Which after her body start to fall apart one by one. In that process, wherever the body part of Sati fell, a Shaktipitha emerged in that place. Thus, Shiddhikali appears to be the place where Sati’s right eye fell.
The golden pinnacle of the Siddhi kali temple
Moreover, the gold-gilded copper roof of this temple elegantly manages to hold this huge number of Pataa, falling from the top of the roof. Well, it seems that those Pataas are hung during festivals only.
The Pataa (Patah) of the Siddhi Kali temple
There is one more thing that makes this temple quite distinct from others. The nailed cooking utensils at the upper storey of the temple. 
Besides, during Biska Jatra, the palanquins of Siddhikali lead the other six palanquins of Ganeshas. Those palanquins are Koshi Inaye Ganesha, Bishwo Binayak, Korki Inaye Ganesha, Gaamcha Inaye Ganesha, Raj Ganesha and Siwa Ganesha."
6452,Bhimsen Mandir,,27.67380979,85.32518243,0.0,, Religious Site,"The Bhimsen (or Bhimasena) temple is the northernmost of the major monuments in the Mangal Palace square, located directly adjacent to the Vishveshvar (Vishwanath) temple and diagonally opposite the Mani Mandapa pavilions and fountain to the southeast. Dedicated to Bhimsen, the god of trade among the Newars, the monument is of uncertain age but was rebuilt in 1682 by Shrinivas Malla (r. 1661-85) following a fire. Later reconstructions took place in 1934, following the great earthquake, and again in 1967. Although the temple was significantly damaged (though not leveled) in the April 2015 earthquake, it reopened in early 2022 after a thoroughgoing reconstruction that retained much material from its pre-earthquake form."
6443,Seto Bhairab Mandir,,27.62921073,85.33019213,0.0,, Religious Site,"Seto Bhairav is a significant deity in Hindu and Buddhist traditions, particularly revered in the Kathmandu Valley of Nepal. The term ""Seto"" means white, and ""Bhairav"" refers to a fierce manifestation of the god Shiva. Seto Bhairav is depicted as a white-faced deity, often with a third eye, and adorned with ornaments.

In Lalitpur, also known as Patan, Seto Bhairav is worshipped as one of the principal deities. The Seto Bhairav temple in Lalitpur is a notable pilgrimage site and cultural landmark. The temple is located in the Durbar Square area, which is renowned for its rich cultural heritage and ancient architecture.

Devotees visit the Seto Bhairav temple to seek blessings for protection, prosperity, and spiritual guidance. The deity is believed to possess immense power and is worshipped with great reverence during various festivals and religious ceremonies."
6125,Tripurasundari Dhungedhara (the stone conduit of Tripurasundari),,27.672749,85.430244,0.0,,Heritage Site,"The rectangular water conduit near Tripurasundari Temple is well known as the Dhungedhara (Lohahiti) of Tripurasundari. It is located at Tulachhen (north of the Jagannath temple of Tulachhen). Though the conduit is not functioning nowadays, it must have had great significance in past. Near the conduit, there is a pati (north side) which states that the conduit was built in N.S. 589 (1468 A.D.) by King Yakshya Malla.
Besides the extremely beautiful water conduit, there is a statue of Goddess Gajalaxmi, Vaikuntha Narayan Vishnu and a Shivalinga. This particular dhungedhara is also best known for one of the best images of Bhagirath."
6476,Jalbire Jharna,,27.8245691,84.52730438,0.0,, Natural Landmark,"Jalbire, a picturesque village nestled in the heart of Chitwan district, Nepal, is renowned for its pristine natural beauty and serene ambiance. Located near the southern border of the country, Jalbire offers visitors a tranquil retreat amidst lush greenery, cascading waterfalls, and enchanting landscapes. The village is a haven for nature lovers and adventure enthusiasts, boasting opportunities for trekking, birdwatching, and cultural immersion.Reaching Jalbire is relatively straightforward, with various transportation options available from major cities in Nepal. From Kathmandu, travelers can take a scenic bus ride to Bharatpur, the largest city in Chitwan district, which takes approximately 5-6 hours. From Bharatpur, local buses or taxis can be hired to reach Jalbire, a journey of around 2-3 hours. Alternatively, private transportation or organized tours offer a convenient way to reach Jalbire directly from Kathmandu or other nearby towns."
5161,Chamunda Mandir,"XH77+HM3, chaamaunadaa 21600, naepaala",28.9640348,81.5640932,0.0,chaamaunadaa, hindu_temple,"Located at lalipur, three storey Chamunda Temple is said to be dated at 3rd century AD. Everything indicates that this is a very ancient site in the valley.
Moreover, Shankhamul is one of the twelve ""most- sacred"" confluences in the Kathmandu valley as defined in the numerous chronicles that document the history and legends about the Kathmandu valley. The spaces where two or three rivers flow into each other across Nepal are all sacred sites. At Shankhamul, the Bagmati River that flows south from the Pashupati temple complex, and all the rivers that flow from the eastern part of the valley including the Manohara River merge. The river then continues its journey west, south and then out of the Kathmandu valley at Chobhar and then on to the Terai"
6412,Begnas Lake,,28.16989149,84.10970539,0.0,, Natural Landmark,"Among the hundreds of lakes, Begnas lake is one of the ideal freshwater lakes which is located in the Kaski district of Nepal and the second largest amongst the lakes in Pokhara valley. It is situated in the south-east of Pokhara, therefore it is one of the most visited places around Pokhara valley. You can say that Begnas Tal is an integral part of the Pokhara tour.

Boating in the Begnas Lake is comparatively cheaper than the Fewa Lake. Its low cost can be attributed to the fact that it lies away from the major city area. While having a boat ride, you can stop your boat in the middle of the lake and you can even swim in this freshwater. Nevertheless, you can park your boat around the corners and relax in peace by embracing the exceptional flora and fauna of Begnas lake. The area around Begnas Lake, with a number of resorts, is a popular destination for tourists visiting Pokhara.

If you re a hiking enthusiast, you can enjoy The Begnas Thulokote Hiking, part of the  Annapurna Royal Trek  which was completed by Charles, Prince of Wales in 1980. Enjoy this 6-hour excursion on the least explored area of the Pokhara region to see beautiful unspoiled countryside villages and a magnificent view of Annapurna and Machhapuchhre range. Your guide will take you along the trekking route that takes us to Kalikasthan village. It will take about 45 minutes to reach this small settlement, located on a hill that overlooks the Annapurna range."
6413,Ram Sita Vivah Mandap,,26.73097202,85.92498137,0.0,, Historical Ruins,"The place where Ram and Sita got married, Ram Janaki Vivah Mandap is visited by thousands of pilgrims to pay homage to Sita at the time of Vivah Panchami. The marriage day of Sita and Ram usually celebrated on the fifth day of the Shukla Paksha or waxing phase of moon in November/December. The mandap is a gorgeous structure made of marble located in the southwest region of the Janaki Mandir. It resembles a part of a palace with sturdy pillars, elegant arches and stunning domes. 

At the centre of the mandap, the legendary wedding ceremony is depicted. One can see idols of the couple, Goddess Sita and Lord Rama, sitting on a raised pedestal in the centre while some sages and their parents are seen seated on parallel pedestals facing each other. The idols are draped in colourful attires and give a sense of the ancient royal celebration. Devotees can offer their prayers and sit in complete silence to soak in the tranquil vibe of the temple. Those interested in getting a sneak peek into this epic union must visit the Ram Sita Vivah Mandap."
6414,Ganga Sagar,,26.72868394,85.9301349,0.0,, Natural Landmark,"Any pilgrimage is incomplete without a ritual bath in this pond which has never dried up. According to popular belief, water from the Seven Seas and all sacred places were collected, and this sacred pond called Ganga Sagar took shape."
6415,Dhanush Sagar,,26.72789368,85.92821879,0.0,, Natural Landmark,"This pond lies in front of Ram Mandir. It is said that the bow which Lord Shiva had given to King Janak during the Treta Yug was kept at this place for safekeeping, and the pond was built in the shape of the weapon."
6416,Dattatraya,,27.67310704,85.43538384,0.0,, Religious Site,"The artistic Dattatraya temple at Tanch Bahal in Bhaktapur is an excellent example of Nepal's cultural heritage. The temple was built by Adi Shankaracharya. It is mentioned that during Siddhinarsingh's time, his wife Gangarani built a three-storied temple in 709 AD. But many have said that this temple was built by Yakshamalla himself. Some say that Yakshamalle only rebuilt E 1427. It is difficult to say with certainty. Who built this temple? Inside the temple, there is a one-and-a-half-foot-tall idol of Dattatreya, the son of sage Atri and Sati Ansuya, symbolizing Brahma, Bishnu and Maheshwar. This idol can be seen by the devotees even when the temple is not open."
6417,Shree Sankat Mochan Temple,,26.73868217,85.92281012,0.0,, Religious Site,"Very famous temple of janakpur and situated in middle, located to the north-west corner of Barabigha. Most people visit this on Tuesday and saturday on the name of God Hanumaan. This is a big holy place for the supporters of God Hanumaan. Suggest tourists to visit and explore it for great feel"
6418,Taltaliya Park,,26.69998965,87.30123354,0.0,, Scenic View,"Taltalaiya is a famous wetland and the best place to visit in Eastern Nepal. It is located in Itahari, which is a sub-metropolitan city in the Sunsari district. This park covers a large area (about 76 hectares). Dense forests, natural lakes, a view tower, and a peaceful environment are major beauties of this park. Taltalaiya park is also famous for picnics, school field visits, and photo and video shoots. It takes an entry fee.This park has a mini zoo. It conserves some animals and birds, including porcupines, foxes, tortoises, horses, deer, wild cats, peacocks, turkeys, owls, etc. 

Beautiful stone sculptures make the park more attractive. It includes human and animal body sculptures i.e. Human heart statue and a fish statue.There are 5-7 lakes in Taltalaiya that offer boating. A well-managed Children s park includes swings, a merry-go-round, and other games. And yes, your children can also have fun there. 

Taltalaiya fun park is located just 5 km away from the Itahari highway. It takes about 30 minutes on an auto rickshaw or a city safari from Itahari Chowk. You can also go there in a personal vehicle."
6105,Aadipadma Mahavihar,,27.6733111,85.4352705,0.0,,Heritage Site,"Aadipadma Mahavihar is one of Bhaktapur’s oldest Vihars. Despite the lack of documentation detailing its origins, it is commonly referred to as Bhaktapur’s Jetho Vihar, which means “older one.” The vihar was referred to as Tombaha or Tungbaha in Rajbamsawali.
This Mahavihar is the place where both the Panchara (Pancha dan) and Samyak Mahadan begin. During Mohani, a kumari is also set up in front of this Vihar. All of this just demonstrates the location’s antiquity and historical significance.
Moreover, during Panchadan, all five Dipankar buddhas are welcomed at Aadipadma Mahaihar after gathering at Suryamandhi’s dabali (platform). Only after which, does the panchadan procedure begin.
The Vihar is located in Suryamadhi’s Taulachhen tole. Suryamadhi’s south-western corner has a short alley that leads directly to the vihar."
6420,Bhaleshwar Mahadev Temple,,27.66613832,85.20542247,0.0,, Religious Site,"The Bhaleshwar Mahadev Temple in Chandragiri is a revered Hindu temple situated in the Chandragiri municipality of Nepal. Dedicated to Lord Shiva, it holds significant religious importance for devotees, attracting pilgrims and tourists alike. The temple's serene location amidst lush greenery and panoramic views of the surrounding hills adds to its charm. Visitors can explore the intricate architecture, perform rituals, and soak in the spiritual ambiance of this ancient sacred site."
6421,Gopal Fun Park,,26.4603679,87.3076172,0.0,, Theme Park,"Gopal Fun Park, situated in Biratnagar, Nepal, is a popular amusement park and recreational destination for locals and tourists alike. This family-friendly park offers a wide range of attractions and activities for visitors of all ages.One of the main highlights of Gopal Fun Park is its array of thrilling rides and attractions, including roller coasters, bumper cars, Ferris wheels, and water slides. These rides provide an adrenaline rush and entertainment for thrill-seekers and families looking for excitement.In addition to rides, Gopal Fun Park features various other amenities and facilities for visitors to enjoy. These include food stalls serving snacks and refreshments, picnic areas for families and groups to relax and unwind, and lush green spaces for leisurely strolls and outdoor activities."
