id,name,description
1036,Dhading salyantar galachhainadaila,"Dhading Salyantar Galchhainadaila is a captivating cultural destination located in the Dhading District of Nepal. This site is renowned for its collection of more than 100 ancient stone water spouts, known as ""galchhi,"" which feature intricate carvings of various deities and mythical creatures. The galchhainadaila is of great historical and cultural significance, as it showcases the remarkable craftsmanship and religious traditions of the region's ancient communities. The serene atmosphere and the soothing sound of flowing water make it an ideal place for meditation and reflection, attracting both local visitors and tourists from around the world."
1037,Dhading thakre,"Dhading Thakre is a small village located in the Dhading District of Nepal, known for its rich cultural heritage and traditional lifestyle. The village is predominantly inhabited by the Thakuri community and is famous for its historic temples, including the Thakuri Dyo and the ancient Shiva Temple. Dhading Thakre is also significant for its agricultural practices, with terraced fields and rice cultivation being the main source of livelihood for the villagers. The village's unique customs, festivals, and traditional architecture make it an important cultural destination in Nepal."
1038,Dhadkhola,"Dhadkhola is a small, vibrant village located in the heart of the Himalayas, known for its unique cultural traditions and breathtaking natural beauty. The village is a harmonious blend of traditional Nepalese architecture, lush green terraces, and the majestic snow-capped peaks of the Himalayas. Dhadkhola's significance lies in its rich cultural heritage, where ancient customs and rituals are still practiced, and its commitment to sustainable living, providing a unique and inspiring model for other communities to follow."
1039,Dhaitar Outdoor Gym,"Dhaitar Outdoor Gym is a unique and eco-friendly fitness facility located in the heart of nature, nestled within the lush green forests of Dhaitar, India. This gym stands out for its commitment to sustainability, as it utilizes natural elements like rocks, logs, and ropes as workout equipment, eliminating the need for traditional gym machinery. The gym's significance lies in its promotion of functional fitness, connection with nature, and reduction of carbon footprint, making it an ideal destination for fitness enthusiasts who value both physical health and environmental consciousness."
1040,Dhakeri Picnic Spot,"Dhakeri Picnic Spot, located in the lush green forests of Gujarat, India, is a serene and picturesque destination known for its natural beauty and tranquility. Surrounded by the sounds of chirping birds and flowing water, this picnic spot offers a variety of recreational activities, including boating, horse riding, and nature walks, making it an ideal getaway for families, friends, and nature lovers seeking a break from the hustle and bustle of city life. The spot's significance lies in its ability to provide a much-needed connection to nature, promoting relaxation, rejuvenation, and environmental awareness."
1041,Dhaku dhaakau,"Dhaku dhaakau is a traditional Nepali folk dance, primarily performed in the Terai region, during festivals and cultural events. It is characterized by the energetic beats of the madal (a type of drum), synchronized with rapid foot-tapping and lively hand movements. The dance symbolizes the region's rich cultural heritage, often depicting stories of love, harvest, and celebration, and is a vital part of community bonding and social expression."
1042,Dhalachhen,"Dhalachhen is a small, picturesque village located in the Indian state of Sikkim. Nestled amidst the lush green mountains, it is known for its traditional Bhutia architecture, with houses adorned with ornate woodwork and colorful Buddhist paintings. The village holds significant cultural and religious importance as it is home to the ancient and revered Enchey Monastery, a key monastery of the Nyingma sect of Buddhism, which attracts devotees and tourists alike."
1043,Dhalkebar Mashiha Church,"Dhalkebar Mashiha Church is a significant religious site located in Dhalkebar, Nepal. This church is known for its beautiful architectural design, blending modern elements with traditional Christian motifs. As a key spiritual center for the local Christian community, it plays a crucial role in fostering faith, spiritual growth, and communal solidarity. The church's commitment to social services and outreach programs further emphasizes its importance in the region."
1044,Dhalpuro temple dhalapaurao manadaira Mangal,"Dhalpuro Temple, located in Dhalapaurao, Maharashtra, India, is a significant religious site dedicated to Lord Shiva. The temple is known for its unique architectural style, featuring a central lingam surrounded by a yoni, which is itself placed on a platform. The temple's significance lies in its association with the Maratha Empire and the local folklore, which attributes the temple's construction to the legendary saint Mangal Mauli. The temple is a popular pilgrimage site and is believed to grant wishes to devotees who offer prayers with sincerity and devotion."
1045,"Dhamena village, Bajhang","Dhamena village is a remote and picturesque settlement located in the Bajhang district of Nepal. Surrounded by the majestic Himalayas, this village is known for its traditional mud-and-stone houses and warm, hospitable locals. Despite its challenging terrain and limited resources, Dhamena village is rich in cultural heritage, with many ancient temples and monasteries that attract devotees and tourists alike. The village's significance lies in its preservation of centuries-old traditions and practices, providing a unique insight into the rural life and cultural diversity of Nepal's western region."
1046,Dhami house â„¢,"Dhami House is a traditional Indian-style residence that showcases the rich architectural heritage of the region. Its key features include intricately carved wooden balconies, sloping roofs adorned with terracotta tiles, and expansive courtyards that highlight the region's love for open spaces. The house's significance lies in its ability to blend modern amenities with age-old traditions, creating a harmonious living environment that respects and preserves cultural heritage while providing contemporary comforts."
1047,Dhamili Prayer Hill,"Dhamili Prayer Hill, nestled in the serene landscapes of Nepal, is a sacred site renowned for its captivating beauty and spiritual significance. This hill is home to a large statue of Lord Shiva, attracting devotees and tourists alike to seek blessings and immerse in tranquility. The hill's natural splendor, coupled with the spiritual aura, makes it an ideal location for meditation and self-reflection, offering a unique blend of natural and divine experiences that resonate deeply with visitors."
1048,Dhamini Temple,"Dhamini Temple is a prominent Jain shrine located in Kumbhoj, Maharashtra, India. Known for its striking architecture, the temple features intricate carvings and sculptures that depict various aspects of Jainism. The temple is dedicated to Dhamini, the yakshi (female deity) associated with the 15th Tirthankara, Shantinath. Its significance lies in being a major pilgrimage site for Jains, showcasing remarkable craftsmanship, and promoting Jain spiritual teachings."
1049,Dhanadi kabrastan,"Dhanadi Kabrastan is a significant Muslim cemetery located in Mumbai, India. It is known for its historical importance and architectural beauty, featuring a blend of traditional Islamic and Indo-Saracenic styles. The cemetery is the final resting place for many notable Muslim figures, including politicians, intellectuals, and artists, making it a vital cultural and religious landmark in the city."
1050,Dhancauri Forest,"Dhancauri Forest is a significant and biologically diverse region located in the Terai belt of Nepal. It spans over 3,000 hectares and is home to numerous endangered species, including tigers, elephants, and one-horned rhinoceroses. The forest also plays a crucial role in maintaining the ecological balance by preserving the natural habitat and providing a vital source of water for the surrounding communities."
1051,Dhandre Khola,"Dhandre Khola is a significant river that flows through the hilly regions of Nepal, originating from the Melung Rural Municipality in the Rolpa District. This perennial river is known for its crystal-clear water, scenic beauty, and the essential role it plays in the local ecology and economy. Dhandre Khola supports agricultural activities, hydroelectric power generation, and serves as a vital water resource for the communities residing along its banks. Its lush green surrounding, diverse aquatic life, and the thrilling white water rapids make it an attractive destination for adventure tourism as well."
1052,Dhangadhi Chowk,"Dhangadhi Chowk is a significant public square located in Dhangadhi, the largest city in Sudurpashchim Province, Nepal. It serves as a hub for social, commercial, and cultural activities, featuring various shops, eateries, and public facilities. The chowk is particularly notable for its vibrant atmosphere, hosting various events, festivals, and gatherings, making it an essential part of the city's identity and a symbol of local unity and diversity."
1053,Dhangadhi Park,"Dhangadhi Park, located in Dhangadhi, Nepal, is a significant recreational hub and green space for the local community. This urban park spans over 35 bighas of land, offering a variety of amenities including playgrounds, walking paths, and a beautiful lake. It is a vital lung space in the city, providing residents with an opportunity to connect with nature, engage in physical activities, and host various cultural events. The park's lush greenery, serene ambiance, and well-maintained facilities make it a cherished destination for relaxation and leisure."
1054,Dhangri,"Dhangri is a small picturesque village located in the Kishtwar district of Jammu and Kashmir, India. It is renowned for its unique wooden houses, decorated with intricate carvings, reflecting the distinctive local culture and craftsmanship. The village is also known for the ancient Dhangri Shiva Temple, an important pilgrimage site for Hindus, which adds to its historical and religious significance."
1055,Dhankaul Rural Municipality,"Dhankaul Rural Municipality is a local government body in Saptari District of Province No. 2 in Nepal. It was formed in 2017 by merging several former villages, and it covers an area of 53.5 square kilometers. The municipality is home to a diverse population, with a mix of castes, ethnicities, and religions. It is known for its agricultural productivity, particularly in rice and fish farming, and also for its rich cultural heritage, including the celebrated Dhanawal Festival. The municipality is committed to providing quality education, health, and infrastructure services to its residents, and it aims to promote sustainable development and tourism in the region."
1056,Dhankuta,"Dhankuta is a picturesque hill station and the district headquarters of Dhankuta District in eastern Nepal. Known for its serene environment, Dhankuta offers stunning views of the Himalayas and lush green mid-hills, making it a perfect destination for nature lovers and trekkers. The town is also significant for its rich cultural heritage, with several temples and monasteries reflecting the region's diverse religious and ethnic fabric."
1057,Dhankuta tower,"Dhankuta Tower, also known as Dhankuta Durbar, is a historical monument located in the eastern part of Nepal. This tower showcases a unique blend of pagoda and brick architecture, standing as a testimony to the region's rich cultural heritage. The tower's significance lies in its historical importance as the administrative center of the Kingdom of Dhankuta, and it now serves as a museum that preserves and exhibits artifacts from the region's past."
1058,Dhanmatiya devi memorial,"The Dhanmatiya Devi Memorial is a significant religious and historical site located in the Indian state of Rajasthan. Dedicated to the 8th-century Queen Dhanmatiya, the memorial is known for its intricate architecture, showcasing a unique blend of Hindu and Jain styles. The key feature of the memorial is the 14-feet tall idol of Dhanmatiya Devi, carved from a single piece of marble, which is considered an extraordinary example of ancient Indian sculpture. The memorial's significance lies in its representation of the region's rich cultural heritage and the powerful queens who played a crucial role in shaping the history of Rajasthan."
1059,Dhanpal Gadhi Jungle,"Dhanpal Gadhi Jungle is a dense and picturesque forest located in the region of Sindhupalchowk, Nepal. Known for its rich biodiversity, the jungle is home to numerous indigenous and endangered flora and fauna species, making it an ecological hotspot. The forest also holds significant cultural importance as it is believed to be the site where the legendary Gadhi tribe once resided, thereby attracting both nature enthusiasts and history buffs alike."
1060,Dhanush Mandir - Dhanushadham,"Dhanush Mandir, located in Dhanushadham, Nepal, is a significant religious site held in high esteem by Hindu pilgrims. The temple is famed for housing the original 'Dhanush' or bow of Lord Rama, carved from a single Sal tree, which gave the site its name. Dhanush Mandir not only offers a spiritual journey but also presents an opportunity to explore the rich history and cultural heritage of the region, making it a key attraction for history enthusiasts and spiritual seekers alike."
1074,Dharahara,"Dharahara, also known as Bhimsen Tower, is a nine-story tall historical monument located in Kathmandu, Nepal. It was built in 1832 and stands as an iconic symbol of the city's rich cultural heritage. The tower offers a panoramic view of the Kathmandu valley from its observation deck, and its significance lies in its architectural value as a unique example of Nepalese pagoda style combined with European influences."
1075,Dharahara Park dharaharaa bagaaichaa,"Dharahara Park, also known as Dharahara Baghicha, is a significant historical and cultural site located in the heart of Kathmandu, Nepal. The park is best known for its centerpiece, the Dharahara Tower, a nine-story structure that offers panoramic views of the Kathmandu Valley. The park, which was established in 1820, is also home to a variety of flora and fauna, making it a popular destination for both locals and tourists seeking a peaceful escape amidst the bustling city. The Dharahara Tower was tragically destroyed by an earthquake in 2015, but efforts are underway to rebuild this iconic"
1076,Dharampur 8 lalu kalikot,"Dharampur 8 Lalu Kalikot is a small village located in the Kalikot district of Nepal. The village is known for its unique community-based governance system, where local residents participate in decision-making processes related to village development. It is also home to a number of important cultural and religious sites, including ancient temples and monasteries, making it a significant location for both local inhabitants and visitors interested in learning about the region's rich history and traditions."
1077,"Dharan Aquarium, Con:532457","Dharan Aquarium, Con:532457 is a captivating underwater world nestled in the heart of Dharan, showcasing an extensive collection of marine life. This aquarium is renowned for its diverse range of aquatic species, educational programs, and interactive exhibits, making it a significant attraction for both entertainment and learning. As a key feature, the aquarium houses a stunning 15-meter-long tunnel that offers an immersive experience, allowing visitors to walk through a vibrant oceanic landscape teeming with fish, sharks, and other mesmerizing sea creatures. The Dharan Aquarium is not only a popular destination for families and school trips but also"
1078,Dharan Mosque,"Dharan Mosque, also known as Al Khaleej Masjid, is a significant religious site in Dharan, Saudi Arabia. Notable for its grand architecture, the mosque features a spacious prayer hall adorned with intricate geometric patterns and Arabic calligraphy. Its significance lies in being one of the largest and most frequented mosques in the Eastern Province, serving as a spiritual center for both locals and expatriates in the community."
1079,Dharan Zero Point,"Dharan Zero Point is a significant landmark in Dharan, Nepal, located at the confluence of three major roads - the BP Koirala Road, Kathmandu Road, and Biratnagar Road. It is named 'Zero Point' as it marks the beginning point for measuring distances to various destinations in and around Dharan. This bustling intersection is surrounded by numerous shops, restaurants, and hotels, making it a vibrant hub of commercial and social activity in the city."
1080,Dharche Dada,"Dharche Dada is a prominent limestone hill located in the Dhading district of Nepal. Standing at an elevation of approximately 1,800 meters, it is renowned for its natural beauty and cultural significance. The hill is home to numerous caves and a historic temple, which make it a popular destination for both pilgrims and tourists. Dharche Dada's breathtaking views of the surrounding Himalayan range and verdant landscapes further add to its allure, making it an essential addition to any travel itinerary in the region."
1081,Dharche Gaang (Hill),"Dharche Gaang is a significant hill located in the Gorkha district of Nepal. Known for its rich biodiversity and stunning landscapes, the hill is a popular destination for trekking and nature enthusiasts. Dharche Gaang also holds cultural and religious importance, as it is home to several ancient temples and shrines, including the famous Dharche Danda Temple, which attracts devotees from all over the country during festivals and special occasions."
1082,"Dharche Park, Larpak","Dharche Park, nestled in the heart of Larpak, is a marvel of nature and human ingenuity. Known for its lush greenery, serene water bodies, and picturesque hiking trails, this park offers a perfect blend of tranquility and adventure. It is also home to a diverse range of flora and fauna, making it a significant ecological sanctuary, and its historical significance is evident through the ancient ruins scattered across the park, offering visitors a glimpse into Larpak's rich past."
1083,Dharchula camping and trekking store,"Dharchula Camping and Trekking Store is a vital resource center for adventurers seeking to explore the breathtaking landscapes of the Himalayan region. Located in the quaint town of Dharchula, this store offers a wide range of high-quality camping gear, trekking equipment, and essential supplies. Its key features include knowledgeable staff with extensive local knowledge, a curated selection of maps and guides, and reliable rental services for those who wish to travel light. The store's significance lies in its commitment to supporting safe and responsible adventures, thereby promoting sustainable tourism and preserving the natural beauty of the region."
1084,Dharma Dham,"Dharma Dham is a spiritual retreat center that promotes the teachings of Hinduism, Buddhism, Jainism, and Sikhism. Situated in the serene foothills of the Himalayas, it offers a peaceful environment for individuals seeking spiritual growth and enlightenment. The center's key features include meditation halls, yoga classes, spiritual discourses, and residential facilities for extended stays, making it a significant destination for those pursuing a path of self-discovery and inner peace."
1085,Dharma Peak,"Dharma Peak is a significant sanctuary in the spiritual landscape, renowned for its serene beauty and profound wisdom. As a metaphorical pinnacle of enlightenment, it embodies the key features of compassion, mindfulness, and interconnectedness. Dharma Peak's significance lies in its ability to inspire seekers on their journeys, offering a transformative space to explore teachings, meditate, and ultimately unite with the universal truth."
1087,Dharmanath Mahadev Temple,"Dharmanath Mahadev Temple is a prominent Jain temple located in the heart of Kolkata, India. Dedicated to Lord Dharmanath, the 15th Tirthankara of Jainism, this temple showcases a unique blend of traditional and modern architectural styles. Its key features include intricately carved marble sculptures, ornate pillars, and a serene prayer hall. The temple's significance lies in its role as a spiritual center for the Jain community, promoting values of non-violence, compassion, and self-discipline."
1088,Dharmaraj,"Dharmaraj, also known as Yama, is the divine ruler of the Hindu afterlife and the god of death and justice. He is often depicted as a righteous and impartial judge, weighing the good and bad deeds of the deceased in his scales to determine their fate in the next life. Dharmaraj's significance lies in his role as the enforcer of dharma, or cosmic order, and his responsibility for ensuring that all souls receive fair and just treatment in the afterlife."
1089,Dhaulagiri Base Camp Trek,"The Dhaulagiri Base Camp Trek is an exhilarating journey through the remote and less-traveled regions of the Nepalese Himalayas, offering trekkers a unique opportunity to explore the awe-inspiring Dhaulagiri massif, the world's seventh highest mountain peak. This challenging 12-15 day trek features diverse landscapes, from lush forests and rolling hills to high-altitude deserts and glaciers, and provides a true sense of adventure as trekkers navigate rugged terrain and hidden valleys. Along the way, trekkers encounter traditional villages, experience the rich culture of the Gurung and Magar people,"
1090,Dhaulagiri I,"Dhaulagiri I, located in the Himalayas of Nepal, is the world's seventh highest mountain peak, standing at an elevation of 8,167 meters (26,795 feet). It is known for its distinctive massive peak with steep faces and a vast array of hanging glaciers. Dhaulagiri I holds significant importance in mountaineering history as the site of the first ascent by a Swiss-Austrian expedition in 1960, which marked one of the most challenging and significant climbs in the early days of Himalayan mountaineering."
1091,Dhaulagiri Icefall,"The Dhaulagiri Icefall is a spectacular and treacherous section of the Dhaulagiri Circuit trek in the Nepalese Himalayas. This immense icefall features towering ice blocks, deep crevasses, and steep, icy slopes, making it a challenging and exhilarating part of the journey. As the largest icefall in the world outside of the Polar Regions, it holds significant geographical importance and offers adventurous trekkers an unforgettable, up-close experience of the raw power and beauty of a massive glacier in motion."
1092,Dhaulagiri Sanctuary Trek,"The Dhaulagiri Sanctuary Trek is a challenging and exhilarating journey through the remote, northwest region of the Dhaulagiri massif in Nepal. This trek offers a unique opportunity to explore the pristine beauty of the Himalayas, as it circles the entire Dhaulagiri peak (8,167m), the world's seventh highest mountain. Traversing high passes, lush valleys, and remote villages, trekkers are rewarded with panoramic views of the entire Dhaulagiri range, including Dhaulagiri I, II, III, V, and VI, as well as Annapurna I and Man"
1093,Dhimsa Resting Point,"Dhimsa Resting Point is a scenic spot and cultural landmark nestled in the Eastern Ghats of Andhra Pradesh, India. It is renowned for its panoramic views of the surrounding valleys and the ancient Dhimsa tribal dance performances, which showcase the rich heritage and traditions of the region. This resting point provides a unique opportunity for travelers to connect with nature and local culture, making it a significant destination for both leisure and cultural tourism."
1094,Dhiraj Art Gallery,"Dhiraj Art Gallery is a renowned fine arts gallery located in the heart of Mumbai, India. Established in 1977, it has built a strong reputation for promoting and nurturing contemporary Indian art. The gallery showcases an extensive collection of paintings, sculptures, and graphics by both established and emerging artists, providing a platform for diverse artistic expressions. Its commitment to fostering art education and appreciation makes it a significant contributor to India's vibrant art scene."
1095,Dhital khatry,"Dhital khatry is a unique and ancient form of Nepali calligraphy that is known for its intricate geometric patterns and distinctive letterforms. This writing style is primarily used for decorative and religious purposes, and is characterized by its use of compact lettering, symmetrical shapes, and rich colors. The significance of Dhital khatry lies in its ability to convey complex spiritual concepts through visual means, and its role in preserving and promoting Nepali cultural heritage."
1096,Dhobhan,"Dhobhan is a unique wetland ecosystem located in the Indian state of Madhya Pradesh. It is known for its large population of migratory and resident waterbirds, making it an important site for birdwatching and conservation. The wetland's key features include its seasonal flooding, diverse aquatic vegetation, and mudflats, which provide a habitat for a variety of wildlife, including fish, reptiles, and mammals. Dhobhan's significance lies in its role as a critical stopover site for birds migrating along the Central Asian Flyway, and its potential to serve as a model for sustainable wetland management and conservation in the region."
1097,"Dhobini-05, Mosque","Dhobini-05, Mosque is a significant religious site located in the vibrant Dhobini neighborhood. This mosque is known for its unique architectural style, blending traditional Islamic elements with modern design. It features a spacious prayer hall, intricate geometric patterns, and a soaring minaret, all of which contribute to its distinctive appearance. The mosque plays a vital role in fostering a sense of community and spirituality among local residents, regularly hosting prayers, religious events, and social gatherings."
1098,Dhokejor Waterfall,"Dhokejor Waterfall, nestled in the serene landscapes of Sylhet, Bangladesh, is a captivating natural wonder renowned for its multi-tiered cascades. The waterfall, originating from the Lewa River, plunges over 200 feet in height, creating a series of mesmerizing cascades that flow through lush green foliage. Significant not only for its scenic beauty, Dhokejor Waterfall also holds cultural and spiritual importance for local communities, making it a vital part of the region's heritage."
1099,Dholbaje,"Dholbaje is an ancient Indian musical instrument, primarily used in Maharashtra, known for its deep, resonant sound. It comprises a large barrel-shaped body made of wood or clay, covered at both ends with animal skin. The right side is tightened to produce high-pitched notes, while the left side remains loose for lower tones. This versatile instrument holds cultural significance in various rituals, folk dances, and festive celebrations, symbolizing joy, unity, and tradition."
1100,Dhomboji Masjid,"Dhomboji Masjid, also known as Dhumadka Mosque, is a notable architectural structure located in the historic city of Bidar, Karnataka, India. This mosque, built during the Bahmani Sultanate era in the 15th century, is celebrated for its intricate stucco work and stunning arches that showcase the Indo-Islamic architectural style. The masjid's significance lies in its cultural and historical value, reflecting the rich religious and artistic heritage of the region."
