place_name,reviewer_name,reviewer_link,reviewer_image,rating,date,text,photos,likes_count
Swayambhu Buddha Park - Ring Road,Dorjee Sherpa,https://www.google.com/maps/contrib/112841670350133918223/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVle8vDFne0P6YsR8Snl4fC6xm62JZ4pOErmszme_nZ1_eqZZhdig=w36-h36-p-rp-mo-ba5-br100,4,2 weeks ago,"Namaste, Tashidele
Have happy journey ❤️ to all who are in Nepal.
Thank you","https://lh5.googleusercontent.com/p/AF1QipOlOBhEMwLhwdz64qbqCHXxRQRcI7_XmRdUhmwy=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipO6WY2gASLFVHlEM-zXVAtyBQBMOcGs8s-wvD4P=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPG2LB7-LbPb-XrZ7JfxeN0L95R7gpW6PheCbEJ=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMiwukWcn8kMrrWoJci-89b20zZhZ3jjMogPRaB=w300-h225-p-k-no",0
Swayambhu Buddha Park - Ring Road,Safal Shrestha,https://www.google.com/maps/contrib/102443669143145629249/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWv014dRieDLiW_vacOErk-v9DtQ2oj60PV3cFaEgvT287i9XEp=w36-h36-p-rp-mo-ba4-br100,4,3 months ago,"Very nice place with a serene environment . You can go there and relax with friends and family . Learn about religious and ancient practice that has been carried out since ancient times. You can get panorama view of Kathmandu from the top of the stupa. You can see many rare statue, hand made items and stone scripture of god and goddesses. You can go down to watch the view and relax with less sound.
""Buddha Park, located in the heart of Kathmandu, is a serene oasis that offers a peaceful escape from the bustling city life. The park is home to a magnificent statue of Lord Buddha, which stands tall and majestic, overlooking the surrounding landscape.

The park's lush greenery and beautiful landscaping make it a perfect place for a leisurely stroll or a quiet meditation session. The atmosphere is incredibly calm and tranquil, making it a great place to unwind and relax.

One of the highlights of the park is the stunning views it offers of the Kathmandu Valley and the surrounding mountains. Watching the sunset from here is a truly magical experience that shouldn't be missed.

Overall, Buddha Park is a must-visit destination in Kathmandu for anyone looking to experience peace and tranquility in the midst of a bustling city.""
Good place for Buddhist to spend some time around this park. Lots of place available around the park to meditate and spend time with family. Very busy place as lots of tourists visit as well.

Not for Hindus as most of the things are new and don’t have anyone to explain what to do. Located in a busy area and shops are available on the main roads.
If you are going to visit Swoyambhu, you will see this place first. It is beautiful and houses huge statues of Buddha, Padmasambhava, and Avalokiteshvara. These statues are the main attraction of this place. There is also a small pond like structure with Buddha, and visitors throw coins in the pond. You can walk around the statues while moving the prayer wheels installed there. Highly recommended.","https://lh5.googleusercontent.com/p/AF1QipP8TNpmbCGNBKSCOTg94P46560Bxfgp-znmGjzl=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPubfV2l25H6febPLJC3m4_BgSjCgFLSwmZgT1a=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOU8PQzqlltiQ_GGXnQsUla1OFLDuCVJc2JEeFu=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNUb1nGpan9FkEi14h5_UiVUDLKg9nDMmxKi_Wx=w300-h225-p-k-no",0
Swayambhu Buddha Park - Ring Road,Govind Bist,https://www.google.com/maps/contrib/110537128289188837685/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWZaqEgOUid1nBVOaRTk2rfuhIgYiy4I728l0soPSZuPNsAsHthEg=w36-h36-p-rp-mo-ba4-br100,5,9 months ago,"""Buddha Park, located in the heart of Kathmandu, is a serene oasis that offers a peaceful escape from the bustling city life. The park is home to a magnificent statue of Lord Buddha, which stands tall and majestic, overlooking the surrounding landscape.

The park's lush greenery and beautiful landscaping make it a perfect place for a leisurely stroll or a quiet meditation session. The atmosphere is incredibly calm and tranquil, making it a great place to unwind and relax.

One of the highlights of the park is the stunning views it offers of the Kathmandu Valley and the surrounding mountains. Watching the sunset from here is a truly magical experience that shouldn't be missed.

Overall, Buddha Park is a must-visit destination in Kathmandu for anyone looking to experience peace and tranquility in the midst of a bustling city.""","https://lh5.googleusercontent.com/p/AF1QipOGysR4MXCY5h7CX_Ut2yJsR2P-DCDovtDw8tmC=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipN3LwCNkU6vXlERRGNsn1sl42LbJu7wvvlLa4Wr=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOkBX4mjmntHc8GuQONV5IlPWUblmJ8xPPrwI07=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNvR1Eg7Aw-1-qvHjmMmfCUNmYFJbFsY6fNCICN=w300-h225-p-k-no",0
Swayambhu Buddha Park - Ring Road,Bathrinath S,https://www.google.com/maps/contrib/107655019378283549853/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjX-s3RoMX0s-YCg-VvfrGSRVUITuadIgXIGSmiBeEDewpSyRaRdCg=w36-h36-p-rp-mo-ba6-br100,3,7 months ago,"Good place for Buddhist to spend some time around this park. Lots of place available around the park to meditate and spend time with family. Very busy place as lots of tourists visit as well.

Not for Hindus as most of the things are new and don’t have anyone to explain what to do. Located in a busy area and shops are available on the main roads.","https://lh5.googleusercontent.com/p/AF1QipOEmmlceUYhBVq0rOzhbEJ_S50pqFe83V4X7W3W=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOTNL-NJlTXVZ9Lbbyma0OX_AEa8-yHM4UTXs7j=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNvmsveQLFJ6B0B3CSwIHPl5sBkGg-2U2GyIQm2=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNE73bfLo8NZgMQZwMRm5WO7PQ9FIamQBJSgvoq=w300-h225-p-k-no",0
Swayambhu Buddha Park - Ring Road,Kunga Tsewang Gurung,https://www.google.com/maps/contrib/111163864609339894543/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVA_kpGhT0IWnjPCHxKH3gz-j0VkZ2xHPdcjUTvUb-pL-2ENShBGA=w36-h36-p-rp-mo-ba4-br100,5,2 months ago,Best place to get tibetan and Buddhist related things and also you can enjoy the view of the valley from the top of the swayambhu which is really nice ... Here you can see few pictures that we can see inside and near stupa,"https://lh5.googleusercontent.com/p/AF1QipOOZqp1Y7PhqLibMx-oPNXcH3N2E_LdGN-sScJi=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipN4TEf8vvyw37f-DcdH5n-7j-X-_VE8WTsWxKDS=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMTJMul9NLkimh38D-cSGyX8gDybUJvJ2gHDiOc=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNvxTgaN2I4umGyjE8ALZMwdMBHEFxG45HZg0o4=w300-h225-p-k-no",0
Swayambhu Buddha Park - Ring Road,MATHS WITH FUN,https://www.google.com/maps/contrib/106278431704777082943/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWRfh9K-GaMDxsb2CBYjY5PusqdBDjhD9R-7sd58eAAycBx504FGA=w36-h36-p-rp-mo-ba4-br100,5,2 months ago,"One of the nicest places for Buddhist and non Buddhist tourists.
It is situated near Swyambhu Buddha temple Kolanki road Nepal.
The place is very clean and calm.
There is a park and enough  seating space to spend time here.
There is a stone and antique shop is situated in the campus of Swayambhu Buddha Park.
The view of the valley and the hills are marvelous that will be memorable for you.
Prefer to visit during Evening between 3 PM to 5 PM during Summers and 2 pm to 4 pm during Winters.",https://lh5.googleusercontent.com/p/AF1QipOmyN5G6LUY8HNfFR719XVUJMe0llO_xonx1PxA=w600-h450-p-k-no,0
Narayanhiti Royal Palace,Abhijat Poudel,https://www.google.com/maps/contrib/100648376692016144548/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocK9qVy4bu0DWXQ8nxrHO1rPEcRh_UBCuEXP8dyeD8meNpx0=w36-h36-p-rp-mo-ba4-br100,4,6 months ago,"Nice place reminiscing about the history of royal family of Nepal. The place is accessible to all kinds of people.(Nepalese, Indians and Foreigners). The palace is filled with artifacts and paintings to the brim. The place showcases most of the places where the Royal family of Nepal used to conduct the Administrative and daily events. The palace is well preserved by the authorities and the security is well maintained at all times.  The tour involves; The front courtyard, The palace and the backyard. Despite the Royal family not living there right now, the place is sanctuary for different kinds of birds and squirrels.
Everything here seems perfect but the only downside of this trip is that CAMERAS are not allowed inside the Royal Palace premises which I think makes it difficult for tourists to pique their interest as the contents of this trip seems secretive. And I found out that there is no information  about the contents of Royal Palace accessible to people Online which limits the number of visitors.

The ticket prices seems fair enough to me and there is proper sanitation facilities for the visitors. Free drinking water and paid parking services were available.
There is even a kids playground inside the premises accessible to kids visiting the Palace.","https://lh5.googleusercontent.com/p/AF1QipPTLfoKLZDMfISgDoeXvieZXfzBB1_iQWdlSAg=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMjjky0Z9d6BfGTJzpubj109pRzsXYlCn6Onk0=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPOBGkZYDV8nBUrG-PWmZ3oH4e_ec6BNBvVzAw=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNJjbI1ovXPOy1m8JlXZrLIaCadaF-hJqLcAjk=w300-h225-p-k-no",0
Narayanhiti Royal Palace,Khannika Suwan,https://www.google.com/maps/contrib/106858781755946129343/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWpOirqwBJYgLSRnf0DO2bVkCNiB1yLto0QFnN9FHcYNY39tD5m=w36-h36-p-rp-mo-ba3-br100,5,3 months ago,"You are only allowed to bring in wallet and water bottle. Locker is provided to store your bag and other belongings. They will then hand you the key of your locker before leaving the counter section.

Security check was done twice. Before entering and after leaving the official palace.

Personally, entering this palace felt like i was in early 2000 time frame. Read about the history in google after leaving and had a moment of silence about it. This place is a must visit if you’re a traveller who wants to learn more about history of Nepal.

There is a cafe on the 4th floor of a building located right in front of this palace. You can enjoy tea or coffee while looking at the palace from your seat. I had a great time both in the palace and this cafe.","https://lh5.googleusercontent.com/p/AF1QipP8kUm9lqnNmoYJiac6XNHv63pZxjBXsz4p_vX6=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOwCEckZv8AmzGWHUNXPqt3lwl5RjGceafThj8j=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPI_A1PSipxoCSN0eVu8XQ7qndNcjgXBhikqYwa=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNOFXFMOCHIhpLGLHU9KPISLlZasr3tDBhboNwq=w300-h225-p-k-no",1
Narayanhiti Royal Palace,Laxman Sharma,https://www.google.com/maps/contrib/117631009884750994528/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjW3_jWbStCe79u2Jm_rX8T26m6U1F6nO2yEIocQaMDTnndACcQ=w36-h36-p-rp-mo-ba4-br100,5,2 months ago,Narayanhiti Royal Palace is the Ex-Office of Royal Regime of Shah Kinghsip of Nepal.  Now it's a public museum. People interested in Nepal's history of last century can enjoy a day.,"https://lh5.googleusercontent.com/p/AF1QipNHAng0YjEwjuz68or0eJCllBsNoPrSekNHelUB=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipM2kgOdvAhBeUSaagktJCN-ncTimf8LX3Mjbvx8=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPELs1_gP5TDPFN4_1lKlaizxBrP2_hrBYQXAGn=w300-h225-p-k-no",0
Narayanhiti Royal Palace,Mandhir Yadav,https://www.google.com/maps/contrib/100114497265030971314/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocJ2H2XqXfFcng0tipbbAm9GSrGY4LehHLKYqFoiiQsyYWix1zwq=w36-h36-p-rp-mo-ba6-br100,5,4 months ago,"The Narayanhiti Royal Palace Museum deeply resonates with many Nepalese due to its rich history and the lingering intrigue of the royal family’s unresolved murder mystery. However, visitors face issues like inconsistent enforcement of mobile phone rules and limited drinking water facilities. The museum is worth visiting, but improvements in amenities and rule consistency would enhance the experience.

Nepalese citizens: NPR 200
Students: NPR 50
SAARC nationals: NPR 500
International tourists: NPR 1000

I highly recommend not visiting the Narayanhiti Royal Palace Museum at the last minute. To fully enjoy and explore the museum, it's best to plan your visit earlier in the day, allowing ample time to appreciate the exhibits and navigate the site comfortably.","https://lh5.googleusercontent.com/p/AF1QipOUorYjTyrzmtAahoZ6czitI8i7P9cqD3pzmqdo=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNxsYi-lnhRhyy3bckoo01c_NyJp0LZNypEQQ-a=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNel8tehpl4nhLt6nGkRZ52Z2ACYnh4Hv8SPOQG=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipN3fgGk9M6WJ9qL14wAnOToCKxwZlZ9lLAve0rv=w300-h225-p-k-no",0
Narayanhiti Royal Palace,Vineet Singh,https://www.google.com/maps/contrib/111199334915029943227/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVtGS-98c7B07SdaBnza82hER4HFK4cD2APk_hlTL_tSQzT-3A=w36-h36-p-rp-mo-ba5-br100,5,5 months ago,"The Narayanhiti Palace Museum is a public museum in Kathmandu, Nepal located east of the Kaiser Mahal and next to Thamel. The museum was created in 2008 from the complex of the former Narayanhiti Palace following the 2006 revolution. Ticket price is INR 200 and camera/mobile are not allowed which you can deposit in locker available outside near ticket counter.

You can please visit my YOUTUBE/INSTAGRAM for detailed videos of my Nepal tour and travel tips:
YouTube: Serioustalk1187
Instagram: Vineetsingh411","https://lh5.googleusercontent.com/p/AF1QipOMMeAt3054wv23T53oSqZ2_OcGk0416Kd-QBt-=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMJAzKoeO_o0ysz_MQReLxSQWaDSdMkULGk6LnD=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPe4RREbI-plV1TCpnsZTD8QI9NvqzevYtD3Swt=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMq7frWaGGn7tRct4z06WaGnu-4FR7cCu8sIyQP=w300-h225-p-k-no",0
Narayanhiti Royal Palace,Andrew,https://www.google.com/maps/contrib/105164414045780264612/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUma259507aYGx0_s7JsNB0yTBkPXYv8rhFaPyj-WjbIJYk9Z9p=w36-h36-p-rp-mo-ba3-br100,3,3 months ago,"No pictures allowed. You can't take your phone inside, you have to put it in a locker at the front gate. Also, way over charge if you have light skin or look Australian. The palace itself is nice, though the story is tragic.",https://lh5.googleusercontent.com/p/AF1QipNnZfDkK7a9SYP2_ju22FDZoryNtxgKPX57lHt1=w600-h450-p-k-no,0
Narayanhiti Royal Palace,Anish Tamang,https://www.google.com/maps/contrib/109147821741406217586/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocJRLYQ6n4aSotVtCID4zVP805HilCrPa66xv9wEfvSh4jDeWooZ=w36-h36-p-rp-mo-ba4-br100,4,3 weeks ago,"Nice place to spend a day with your family. The best place to take your grandma and grandpa.
No phones inside the museum.","https://lh5.googleusercontent.com/p/AF1QipMUG4aHzBryiSFvsU4Y2vrRbVVne69xEVA87ZqS=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNxORqzNr5zbItVsxQJlAtQ2P2KiPH6G3YbQwhf=w300-h450-p-k-no",0
